time,theta_PID1_noload,theta_PID2_noload,theta_PID3_noload,theta_ref,Volt_PID1_noload,Volt_PID2_noload,Volt_PID3_noload
3.18,89.6849154047733,93.6922673718116,90.0976058656129,90,0.099609898720927,-1.24017026423179,-0.0329240644538701
3.19,89.6233707351875,93.4691797994643,90.069797858291,90,0.116925245842701,-1.19725035602103,-0.0286859164032174
3.2,89.5699710037223,93.213025568916,90.0428393191333,90,0.13161830261794,-1.14222261691042,-0.024604048688565
3.21,89.5248803372593,92.9276235233334,90.0168370934997,90,0.143618704844434,-1.07605429999738,-0.0207108192930721
3.22,89.4881491186275,92.6170078777019,89.9918847924587,90,0.152895006489383,-0.999808767238306,-0.0170344009393071
3.23,89.4597183515428,92.2853768826812,89.9680623374488,90,0.15945335931771,-0.914630812163378,-0.0135986795959967
3.24,89.4394252878459,91.937041157906,89.9454357057885,90,0.163335750541034,-0.82173150254237,-0.0104232133084286
3.25,89.4270101856519,91.5763722810503,89.9240568680252,90,0.164617841726559,-0.722372726203856,-0.00752324819200023
3.26,89.4221240578208,91.2077521989917,89.9039639062341,90,0.163406455586104,-0.61785162117057,-0.00490978789881812
3.27,89.4243372632503,90.8355240016876,89.8851813007571,90,0.159836759874029,-0.509485067271966,-0.00258971241682961
3.28,89.433148788847,90.4639445683727,89.8677203715066,90,0.154069199458837,-0.398594410532753,-0.000565941690146413
3.29,89.4479960676344,90.0971395598988,89.8515798588494,90,0.146286228706595,-0.286490584033257,0.00116236074177362
3.3,89.4682651782131,89.7390611910097,89.8367466282376,90,0.136688896644992,-0.174459779729579,0.00259954910104382
3.31,89.493301272629,89.3934491726409,89.8231964821548,90,0.12549333699352,-0.0637498150584848,0.00375322687561393
3.32,89.5224190834936,89.0637951675565,89.8108950625914,90,0.112927214084966,0.0444426738050891,0.00463395368488013
3.33,89.5549133668147,88.7533110533891,89.7997988271432,90,0.0992261740105261,0.148984093249202,0.00525493271380031
3.34,89.5900691442636,88.4649012360646,89.7898560819274,90,0.0846303480463395,0.248814703319252,0.00563168385040518
3.35,89.6271716173727,88.201139204283,89.7810080548188,90,0.0693809526191139,0.34295828862265,0.00578170752873054
3.36,89.6655156362238,87.9642484628232,89.773189993003,90,0.0537170268039649,0.430530614416068,0.00572414409147268
3.37,89.7044146163766,87.7560879295373,89.7663322695155,90,0.0378723446825541,0.510746608987009,0.00547943324927411
3.38,89.7432088098855,87.5781418286037,89.7603614842543,90,0.0220725358909953,0.58292622937829,0.00506897793303292
3.39,89.7812728490701,87.4315140614685,89.75520154591,90,0.00653244342297948,0.646498983454617,0.00451481651783191
3.4,89.8180224950304,87.3169269874722,89.7507747223255,90,-0.00854625670723813,0.701007097096516,0.00383930704842689
3.41,89.8529205365339,87.2347244989287,89.7470026479571,90,-0.0229771539265526,0.746107330756682,0.00306482672297137
3.42,89.8854817986553,87.184879230854,89.743807278342,90,-0.0365909043249691,0.781571464565182,0.00221348950009426
3.43,89.9152772342275,87.167003704068,89.7411117827638,90,-0.0492367239209799,0.80728548547017,0.00130688429044495
3.44,89.9419370845876,87.1803651623683,89.7388413676221,90,-0.0607835678364264,0.823247523409509,0.000365835783565305
3.45,89.9651531091108,87.2239038302358,89.7369240243503,90,-0.0711209937065994,0.829564596098181,-0.000589810450383713
3.46,89.984679895454,87.2962542873482,89.7352911970481,90,-0.080159711934015,0.826448233573049,-0.00154137735128151
3.47,90.0003352741494,87.3957696302611,89.7338783663092,90,-0.0878318294508433,0.814209064061358,-0.00247151941697318
3.48,90.0119998720667,87.5205480701407,89.7326255469962,90,-0.0940907974413571,0.793250451949448,-0.00336435895717131
3.49,90.0196158491952,87.6684615985008,89.7314776989367,90,-0.0989110769535884,0.764061286555741,-0.00420559546819992
3.5,90.0231848720917,87.8371863405661,89.7303850506813,90,-0.102287539466214,0.727208027006465,-0.00498258838830669
3.51,90.022765385129,88.0242342081654,89.7293033375503,90,-0.104234622245906,0.683326113739042,-0.00568441381380225
3.52,90.0184692473037,88.2269854608889,89.7281939562044,90,-0.104785260711378,0.63311086099815,-0.00630189604991061
3.53,90.0104578077873,88.442721785539,89.7270240388933,90,-0.103989621999002,0.577307947140958,-0.00682761513485884
3.54,89.9989374976149,88.6686595095153,89.7257664513574,90,-0.101913665492641,0.516703620643991,-0.00725589170984702
3.55,89.9841550178889,88.9019825735057,89.7243997190803,90,-0.0986375572346534,0.452114739432818,-0.00758275081007143
3.56,89.9663922066669,89.1398749024907,89.722907887205,90,-0.0942539658791013,0.384378759579557,-0.00780586632205947
3.57,89.9459606673027,89.3795518313297,89.7212803199453,90,-0.0888662681903996,0.314343786587878,-0.00792448799048684
3.58,89.9231962404976,89.6182902617925,89.719511445727,90,-0.0825866920444154,0.242858798478626,-0.00793935296306498
3.59,89.8984534007169,89.8534572515003,89.7176004546002,90,-0.0755344244721931,0.170764144780817,-0.00785258393614868
3.6,89.8720996550353,90.0825367614943,89.7155509546688,90,-0.0678337115214387,0.0988824194116864,-0.0076675760070654
3.61,89.844510018949,90.3031543176855,89.7133705943858,90,-0.0596119756231053,0.0280097983934452,-0.00738887435333741
3.62,89.8160616393377,90.5130993718751,89.7110706575785,90,-0.0509979747690474,-0.0410920744909044,-0.00702204484538179
3.63,89.7871286296585,90.7103451799735,89.7086656379912,90,-0.0421200261631136,-0.107703579544192,-0.00657353966002272
3.64,89.7580771767201,90.8930660480826,89.7061727999776,90,-0.0331043151359068,-0.171153925071959,-0.00605055989903562
3.65,89.7292609721101,91.0596518308529,89.7036117317449,90,-0.0240733080480422,-0.230827207527324,-0.00546091713245763
3.66,89.7010170146516,91.208719600566,89.7010038972542,90,-0.0151442856839242,-0.286167681974731,-0.0048128956827664
3.67,89.6736618232468,91.3391224393611,89.6983721925253,90,-0.00642801129493205,-0.336684207118698,-0.00411511734576156
3.68,89.6474880922394,91.449955340519,89.6957405116881,90,0.00197245497638343,-0.381953839401306,-0.00337641010963565
3.69,89.622761814089,91.5405582373987,89.6931333276718,90,0.00996278603448947,-0.421624560914748,-0.00260568228787771
3.7,89.5997198868221,91.6105162101365,89.6905752919405,90,0.0174582553625861,-0.455417135988647,-0.00181180332675914
3.71,89.5785682164764,91.6596569502545,89.6880908571714,90,0.0243844378458429,-0.483126101187363,-0.00100349238683482
3.72,89.5594803177077,91.6880455915885,89.6857039262468,90,0.0306777419979109,-0.504619902986443,-0.000189215632490261
3.73,89.5425964089432,91.6959770421743,89.6834375303887,90,0.036285774033642,-0.519840206493621,0.000622907003487019
3.74,89.5280229920409,91.6839659756908,89.6813135387267,90,0.0411675364519488,-0.52880040714934,0.00142518497998451
3.75,89.5158329004036,91.6527346625455,89.6793524010503,90,0.045293465878995,-0.531583385304698,0.00221042979589046
3.76,89.5060657939708,91.6031988395421,89.6775729249717,90,0.0486453168515913,-0.528338550859494,0.00297201684979544
3.77,89.4987290745238,91.5364518331457,89.6759920882122,90,0.0512158999751334,-0.519278231688451,0.00370393638749698
3.78,89.4937991903212,91.453747164577,89.674624886243,90,0.0530086844540399,-0.504673465338254,0.00440083355914964
3.79,89.4912232952823,91.3564798752363,89.6734842150432,90,0.054037276353086,-0.48484925840034,0.00505803774423336
3.8,89.4909212247628,91.2461668182814,89.6725807883139,90,0.054324785096481,-0.460179382024314,0.00567158142853395
3.81,89.4927877474458,91.1244261665318,89.6719230880887,90,0.0539030916417214,-0.431080775213682,0.00623820903198929
3.82,89.4966950510017,90.9929563883166,89.6715173473243,90,0.0528120324750931,-0.398007629830302,0.00675537618894302
3.83,89.5024954179453,90.8535149414663,89.6713675627369,90,0.0510985140650166,-0.361445232626545,0.0072212400724098
3.84,89.5100240475335,90.7078969314856,89.6714755358734,90,0.0488155726820419,-0.321903640135483,0.00763464143103008
3.85,89.5191019795738,90.5579139731566,89.6718409401717,90,0.0460213945559843,-0.279911261899477,0.00799507907132823
3.86,89.5295390766267,90.4053734855599,89.6724614115738,90,0.0427783112000137,-0.236008426335298,0.00830267756863176
3.87,89.5411370222546,90.2520586389452,89.673332660105,90,0.0391517843997384,-0.190741001556916,0.00855814902780654
3.88,89.5536922946446,90.0997091582246,89.6744485997261,90,0.0352093948549093,-0.144654140750759,0.00876274974000512
3.89,89.5669990770836,89.9500031723193,89.6758014936984,90,0.0310198477876092,-0.0982862182746587,0.0089182325945379
3.9,89.5808520693214,89.8045402813859,89.6773821126737,90,0.0266520080095433,-0.0521630185896666,0.00902679610613049
3.91,89.5950491667919,89.6648259953329,89.6791799027302,90,0.0221739759901293,-0.00679223549735627,0.0090910309081471
3.92,89.6093939778935,89.532257677248,89.6811831606202,90,0.0176522154048674,0.0373416659874831,0.00911386454242716
3.93,89.6236981530244,89.4081121046547,89.6833792135688,90,0.013150741488989,0.0797821783751538,0.0090985053472732
3.94,89.6377835027497,89.2935347401646,89.6857546010702,90,0.00873037829438879,0.120105030232237,0.00904838620754274
3.95,89.6514838862995,89.1895307813334,89.6882952562574,90,0.00444809166761273,0.157921979904953,0.00896710888594837
3.96,89.6646468554981,89.0969580376314,89.6909866845729,90,0.00035640345294638,0.192884096256098,0.00885838960343833
3.97,89.6771350431482,89.0165216606495,89.6938141376437,90,-0.00349710890378001,0.224684504785893,0.00872600647996579
3.98,89.6888272887911,88.9487707322079,89.69676278045,90,-0.00707022449973836,0.253060584106049,0.0085737493861575
3.99,89.6996194985794,88.8940966941691,89.6998178500792,90,-0.0103264013205238,0.27779560431042,0.00840537269230478
4,89.7094252396876,88.8527335836663,89.7029648045662,90,-0.013235008504774,0.298719805261801,0.00822455133483002
4.01,89.7181760732043,88.8247600183741,89.7061894605403,90,-0.0157714694593586,0.315710919123669,0.00803484055277928
4.02,89.7258216327589,88.8101028585298,89.7094781186148,90,-0.0179173179028213,0.328694147542212,0.00783963957902691
4.03,89.7323294591989,88.8085424558411,89.712817675678,90,-0.0196601699822319,0.337641609666762,0.00764215950354651
4.04,89.7376846044241,88.8197193843288,89.7161957234603,90,-0.0209936165864474,0.342571282630065,0.00744539546005037
4.05,89.7418890199742,88.8431425346815,89.7196006329626,90,-0.0219170408578911,0.343545461142887,0.00725210322351504
4.06,89.7449607481375,88.8781984419377,89.7230216245365,90,-0.0224353666782382,0.340668767446099,0.00706478024497885
4.07,89.7469329351857,88.9241617063501,89.7264488235994,90,-0.0225587445650477,0.334085746969165,0.00688565109235554
4.08,89.7478526878328,88.9802063591802,89.7298733021526,90,-0.0223021819627437,0.323978088635265,0.00671665721219622
4.09,89.7477797951652,89.0454180189556,89.7332871064354,90,-0.0216851253402162,0.3105615118051,0.00655945087799551
4.1,89.7467853390834,89.1188066794132,89.7366832712079,90,-0.0207310018182023,0.294082364345213,0.00641539314584961
4.11,89.7449502167573,89.199319967939,89.7400558212892,90,-0.0194667282437048,0.274813978231292,0.0062855555986923
4.12,89.7423635987137,89.2858567127751,89.7433997611056,90,-0.0179221957086664,0.253052830447136,0.00617072562571178
4.13,89.7391213459802,89.3772806585421,89.7467110531023,90,-0.0161297374798634,0.229114557717712,0.00607141495442624
4.14,89.7353244092068,89.4724341726575,89.7499865859687,90,-0.0141235881719202,0.20332987382804,0.00598787112899411
4.15,89.7310772319027,89.5701517899323,89.7532241336898,90,-0.011939341762043,0.176040437942529,0.0059200916098523
4.16,89.7264861788795,89.6692734488973,89.7564223064969,90,-0.00961341572078293,0.147594721471761,0.0058678401564953
4.17,89.7216580097172,89.7686572811259,89.7595804948231,90,-0.00718252812658737,0.118343919660739,0.00583066514693462
4.18,89.7166984155795,89.8671918238689,89.7626988073937,90,-0.00468319415182246,0.0886379522244604,0.00580791948417169
4.19,89.7117106360432,89.9638075365368,89.7657780045825,90,-0.0021512477643511,0.058821595067629,0.00579878174121629
4.2,89.7067941707972,90.0574875128294,89.7688194281602,90,0.000378606108514784,0.0292307824341258,0.00580227820186836
4.21,89.7020435991338,90.1472772924489,89.771824928534,90,0.00287320434731926,0.000189115780048443,0.0058173054640667
4.22,89.6975475181465,90.2322936891914,89.7747967905454,90,0.00530129940587391,-0.0279953877036319,0.00584265328585476
4.23,89.6933876084729,90.3117325656199,89.7777376588428,90,0.00763389083715548,-0.0550332776295107,0.00587702737048997
4.24,89.689637834332,90.3848754983197,89.7806504637928,90,0.0098445120497137,-0.0806563585815261,0.00591907180649746
4.25,89.6863637825095,90.4510952917543,89.7835383488245,90,0.0119094704742234,-0.104620062508882,0.00596739090022389
4.26,89.6836221428876,90.5098603128212,89.7864046000311,90,0.0138080400220932,-0.126705488092825,0.00602057016214202
4.27,89.6814603311129,90.5607376321795,89.7892525787735,90,0.0155226054037544,-0.146721094054018,0.006077196233386
4.28,89.6799162520744,90.6033949721521,89.7920856579457,90,0.0170387585351036,-0.164504037611635,0.00613587556550053
4.29,89.6790182010475,90.6376014743272,89.7949071624789,90,0.0183453478888322,-0.179921153522586,0.006195251693519
4.3,89.6787848976659,90.6632273127747,89.7977203145677,90,0.0194344822361587,-0.192869573274537,0.00625402097002773
4.31,89.6792256463287,90.6802421909241,89.8005281840157,90,0.0203014907676198,-0.203276988035246,0.00631094665545863
4.32,89.6803406152506,90.688712771493,89.8033336440099,90,0.0209448420740525,-0.211101562831587,0.00636487128692838
4.33,89.6821212251321,90.6887990993254,89.8061393325411,90,0.0213660249061735,-0.216331513106159,0.00641472727455008
4.34,89.6845506373668,90.6807500864901,89.808947619608,90,0.0215693940100813,-0.218984358241889,0.0064595456995966
4.35,89.6876043308288,90.6648981374276,89.8117605802586,90,0.0215619846540374,-0.219105869824371,0.00649846331320471
4.36,89.6912507555913,90.6416529992608,89.8145799734454,90,0.0213532997174914,-0.216768735299515,0.00653072775715465
4.37,89.695452051424,90.6114949285483,89.8174072266003,90,0.0209550734059615,-0.21207096025727,0.00655570104937145
4.38,89.7001648185962,90.5749672707165,89.8202434257668,90,0.0203810157851866,-0.205134034810637,0.00657286139618335
4.39,89.7053409283721,90.5326685521571,89.8230893110686,90,0.0196465423961901,-0.196100891428131,0.00658180341068459
4.4,89.7109283606226,90.4852441874879,89.8259452772381,90,0.0187684932212371,-0.185133683106207,0.00658223683186673
4.41,89.7168720561742,90.4333779057804,89.8288113788831,90,0.0177648452216252,-0.172411411929441,0.00657398385237484
4.42,89.7231147718763,90.37778299966,89.8316873401275,90,0.0166544225654172,-0.15812743885821,0.00655697517371722
4.43,89.7295979268677,90.3191935001244,89.8345725682311,90,0.0154566085097664,-0.142486906008327,0.00653124491661292
4.44,89.7362624291548,90.2583553777521,89.8374661707659,90,0.0141910627033812,-0.125704102750197,0.00649692452079341
4.45,89.7430494723631,90.1960178677369,89.8403669759077,90,0.0128774474340319,-0.10799980666702,0.00645423577321954
4.46,89.7499012933755,90.1329250119537,89.8432735553899,90,0.011535166069336,-0.0895986297850833,0.00640348310615386
4.47,89.7567618825052,90.0698075061166,89.8461842496594,90,0.0101831166313174,-0.0707263995419584,0.00634504530710534
4.48,89.7635776388589,90.0073749341134,89.8490971947754,90,0.00883946311220238,-0.0516076027096461,0.00627936678152513
4.49,89.770297964602,89.9463084648781,89.8520103505982,90,0.00752142678588401,-0.0324629189627499,0.00620694850606111
4.5,89.7768757929362,89.8872540798009,89.8549215298268,90,0.00624509940231658,-0.0135068690012997,0.00612833880577064
4.51,89.7832680457116,89.8308163907662,89.8578284274577,90,0.00502527977612774,0.00505439986847087,0.0060441240827248
4.52,89.7894360177182,89.7775531005611,89.8607286502634,90,0.00387533490140246,0.0230251699954596,0.00595491961631145
4.53,89.7953456858087,89.7279701487154,89.8636197459066,90,0.00280708634720871,0.0402220331573475,0.00586136054725195
4.54,89.800967942091,89.6825175769259,89.8664992313414,90,0.00183072231780672,0.0564755780220379,0.00576409314820929
4.55,89.8062787514722,89.6415861391881,89.8693646201767,90,0.000954735402287334,0.0716318720812818,0.00566376647398991
4.56,89.8112592348334,89.605504672713,89.8722134487144,90,0.000185885695017117,0.085553727520904,0.00556102447381044
4.57,89.8158956800472,89.574538236744,89.8750433004075,90,-0.00047081135568533,0.0981217432114906,0.00545649863728164
4.58,89.8201794839137,89.5488870176128,89.8778518285193,90,-0.00101207331390017,0.109235117730525,0.00535080123460001
4.59,89.8241070288721,89.5286859898672,89.8806367767999,90,-0.00143631655565698,0.118812231031283,0.00524451920028464
4.6,89.8276794990441,89.5140053151615,89.8833959980353,90,-0.00174360096603795,0.126790995025675,0.00513820869859397
4.61,89.8309026407679,89.5048514529049,89.8861274703567,90,-0.00193555521398996,0.133128975919681,0.0050323903978703
4.62,89.8337864732916,89.501168949472,89.8888293112349,90,-0.00201528446873937,0.137803293604647,0.00492754547039519
4.63,89.8363449557075,89.5028428661829,89.8914997891195,90,-0.00198726257231379,0.140810305741103,0.00482411232419201
4.64,89.8385956165152,89.509701800288,89.8941373327115,90,-0.00185721079983499,0.142165086351808,0.00472248406353095
4.65,89.8405591524199,89.521521447914,89.8967405378924,90,-0.0016319654226449,0.14190071074748,0.00462300666593176
4.66,89.8422590030831,89.5380286533679,89.8993081723588,90,-0.00131933633959009,0.140067360424807,0.00452597785510205
4.67,89.8437209085629,89.5589058853947,89.9018391780379,90,-0.000927959059500473,0.136731263187172,0.00443164664171559
4.68,89.844972456114,89.5837960779513,89.9043326713837,90,-0.000467142304491873,0.131973485132155,0.00434021349726524
4.69,89.8460426228573,89.612307770817,89.9067879416741,90,5.32865393786455e-05,0.125888592316898,0.00425183112025626
4.7,89.8469613205964,89.6440204839043,89.9092044474453,90,0.000623135968395534,0.118583200846657,0.00416660574910234
4.71,89.8477589487452,89.6784902584559,89.9115818112192,90,0.00123200284513312,0.110174434829526,0.00408459897185175
4.72,89.8484659609615,89.715255298405,89.913919812687,90,0.00186942088024041,0.100788312100563,0.00400582997978544
4.73,89.8491124506432,89.7538416460065,89.9162183805255,90,0.00252500331239832,0.0905580778433049,0.00393027820938945
4.74,89.8497277599655,89.7937688273894,89.9184775830265,90,0.00318857814438961,0.079622506230023,0.00385788631580927
4.75,89.8503401166144,89.8345554058972,89.9206976177265,90,0.00385031446594431,0.0681241899712488,0.00378856342010574
4.76,89.8509763018146,89.8757243839263,89.9228788002212,90,0.00450083857841258,0.0562078372188074,0.00372218857273839
4.77,89.8516613526743,89.9168083973979,89.9250215523542,90,0.00513133882963169,0.0440185946165004,0.00365861437643151
4.78,89.8524183012781,89.9573546509429,89.9271263899586,90,0.00573365826667566,0.0317004144515821,0.00359767071309536
4.79,89.8532679523557,89.9969295462924,89.9291939103321,90,0.00630037441630049,0.0193944828434162,0.00353916852148523
4.8,89.8542287007656,90.0351229611773,89.9312247796126,90,0.00682486570535621,0.00723772472964118,0.00348290357492448
4.81,89.8553163894399,90.0715521411902,89.9332197202172,90,0.00730136423325035,-0.00463859990750235,0.00342866021148407
4.82,89.8565442078749,90.1058651724779,89.9351794984931,90,0.007724994803282,-0.0161101955723306,0.00337621497256588
4.83,89.8579226307015,90.1377440087516,89.9371049127202,90,0.00809180030692812,-0.0270609150854463,0.00332534010960343
4.84,89.8594593953619,90.1669070318501,89.9389967815896,90,0.008398753732898,-0.0373838178792155,0.00327580692282293
4.85,89.8611595174389,90.1931111309054,89.9408559332713,90,0.00864375723873083,-0.0469820946147046,0.00322738890020751
4.86,89.8630253417457,90.2161532909669,89.942683195168,90,0.00882562887568745,-0.0557698517056792,0.00317986462940612
4.87,89.865056626896,90.2358716876883,89.9444793844386,90,0.0089440776957186,-0.063672751086363,0.00313302045974393
4.88,89.8672506607271,90.2521462902864,89.9462452993592,90,0.00899966809157057,-0.0706285023115954,0.00308665289613845
4.89,89.8696024036557,90.2648989804115,89.9479817115768,90,0.00899377432654474,-0.0765872058112225,0.00304057071115229
4.9,89.872104656805,90.2740931997443,89.9496893592932,90,0.00892852629836546,-0.0815115478163097,0.00299459676584836
4.91,89.874748251552,90.2797331440226,89.9513689414054,90,0.00880674765180843,-0.0853768491152603,0.00294856953437422
4.92,89.8775222570095,90.281862525745,89.9530211126143,90,0.00863188740679105,-0.0881709713662268,0.00290234433120756
4.93,89.8804142018721,90.2805629319628,89.9546464794989,90,0.00840794630298914,-0.0898940861733008,0.00285579424389096
4.94,89.8834103070268,90.2759518073211,89.9562455975454,90,0.00813939907868041,-0.0905583135134955,0.0028088107775357
4.95,89.8864957253426,90.2681800958084,89.9578189691037,90,0.00783111390133581,-0.0901872373673546,0.0027613042207383
4.96,89.8896547851208,90.2574295775088,89.9593670422386,90,0.00748827015098635,-0.0888153075471383,0.00271320374538396
4.97,89.8928712337961,90.2439099389919,89.9608902104315,90,0.00711627572563715,-0.0864871377239962,0.00266445725549042
4.98,89.8961284786248,90.2278556178235,89.962388813081,90,0.00672068499218777,-0.0832567105218275,0.00261503100243872
4.99,89.8994098212871,90.2095224630129,89.9638631367421,90,0.00630711844740649,-0.0791865012653466,0.00256490898587419
5,89.9026986835446,90.1891842540515,89.9653134170432,90,0.00588118508318845,-0.0743465325391875,0.00251409216103517
5.01,89.9059788213439,90.1671291215251,89.9667398412075,90,0.00544840836986021,-0.0688133721319892,0.00246259747450163
5.02,89.9092345250265,90.1436559121265,89.9681425511105,90,0.00501415668221293,-0.0626690872039331,0.00241045675113464
5.03,89.9124508035955,90.1190705402648,89.9695216467969,90,0.00458357889686811,-0.0560001676296648,0.00235771545551383
5.04,89.9156135512936,90.0936823673836,89.9708771903811,90,0.00416154578815206,-0.0488964314342067,0.00230443135127572
5.05,89.91870969506,90.0678006485904,89.9722092102564,90,0.0037525977443138,-0.0414499250619388,0.00225067308169375
5.06,89.9217273217542,90.0417310842922,89.9735177055372,90,0.00336089921836406,-0.033753830904106,0.00219651869435324
5.07,89.9246557843524,90.0157725122555,89.9748026506608,90,0.00299020021959985,-0.0259013940662999,0.00214205413209088
5.08,89.9274857866384,89.9902137729112,89.9760640000776,90,0.00264380504430602,-0.0179848797926026,0.00208737171146966
5.09,89.9302094462206,89.96533077783,89.977301692963,90,0.00232454833883863,-0.0100945722872333,0.00203256860890669
5.1,89.932820335999,89.9413838081504,89.9785156578866,90,0.00203477848642594,-0.0023178248988042,0.00197774537320252
5.11,89.935313504493,89.9186150663965,89.9797058173789,90,0.00177634821172954,0.00526182923226084,0.00192300448181004
5.12,89.9376854756999,89.8972465016056,89.980872092343,90,0.00155061220589063,0.0125654979032094,0.00186844895651013
5.13,89.9399342293989,89.8774779240559,89.9820144062609,90,0.00135843148990143,0.0195196747998801,0.00181418105251129
5.14,89.9420591630352,89.8594854221743,89.9831326891512,90,0.001200184157115,0.026056902568328,0.00176030103311926
5.15,89.9440610365115,89.8434200904664,89.9842268812418,90,0.00107578206662075,0.0321163489986375,0.00170690604039006
5.16,89.9459419013867,89.8294070735785,89.9852969363251,90,0.000984692999109063,0.0376442924284922,0.00165408907028018
5.17,89.9477050161176,89.8175449279253,89.9863428247708,90,0.000925967735919131,0.0425945136010413,0.00160193805896757
5.18,89.9493547490958,89.8079052987293,89.9873645361764,90,0.00089827148037667,0.0469285923364935,0.00155053508520728
5.19,89.9508964713151,89.8005329068628,89.9883620816415,90,0.000899919008728951,0.050616108487225,0.00149995569184061
5.2,89.9523364405607,89.7954458365862,89.9893354956588,90,0.000928912915555552,0.0536347477299983,0.00145026832784255
5.21,89.9536816790404,89.7926361121806,89.9902848376178,90,0.000982984305813176,0.0559703137948623,0.00140153391072742
5.22,89.9549398463795,89.7920705485977,89.9912101929249,90,0.00105963528190022,0.0576166497278903,0.00135380550755187
5.23,89.9561191098763,89.793691858627,89.9921116737458,90,0.00115618257940922,0.0585754717243179,0.00130712813146751
5.24,89.9572280138684,89.7974199967274,89.9929894193828,90,0.00126980171881552,0.0588561199411423,0.00126153864937662
5.25,89.9582753499882,89.8031537176107,89.9938435963021,90,0.00139757106169122,0.0584752314961106,0.00121706579522107
5.26,89.9592700299931,89.8107723259047,89.9946743978304,90,0.00153651518872799,0.0574563415763018,0.00117373028234362
5.27,89.9602209627512,89.8201375917868,89.9954820435422,90,0.00168364705185942,0.0558294192089744,0.00113154500757848
5.28,89.9611369368298,89.8310958063554,89.9962667783639,90,0.0018360083936089,0.0536303447850175,0.00109051533895553
5.29,89.9620265100032,89.8434799497178,89.9970288714197,90,0.00199070797256594,0.0509003368684607,0.00105063947839544
5.3,89.9628979068376,89.8571119443002,89.9977686146498,90,0.00214495718371711,0.0476853361712942,0.00101190889028998
5.31,89.9637589253569,89.871804965742,89.998486321229,90,0.00229610271542286,0.0440353548208546,0.000974308786661571
5.32,89.9646168536244,89.8873657838973,89.9991823238173,90,0.00244165594040668,0.0400037991968642,0.000937818659349843
5.33,89.9654783969075,89.9035971069356,89.9998569726725,90,0.0025793187950959,0.0356467746684382,0.000902412849752768
5.34,89.9663496159207,89.920299902289,90.0005106336558,90,0.00270700595947806,0.0310223805200197,0.000868061146697052
5.35,89.9672358764736,89.937275669215,90.0011436861608,90,0.00282286320731565,0.0261900032224858,0.000834729403245167
5.36,89.9681418106816,89.9543286390254,90.0017565209946,90,0.00292528185340927,0.0212096159858402,0.000802380163561602
5.37,89.9690712897403,89.9712678805362,90.0023495382407,90,0.0030129092798962,0.0161410922279874,0.000770973291412797
5.38,89.9700274081048,89.987909290008,90.0029231451284,90,0.00308465557661078,0.0110435402156094,0.000740466592281218
5.39,89.9710124787763,90.0040774467415,90.0034777539355,90,0.00313969638075692,0.00597466568492761,0.00071081642174871
5.4,89.9720280392575,90.0196073175414,90.0040137799469,90,0.00317747204802405,0.000990168738895753,0.000681978273341316
5.41,89.9730748676217,90.0343457954414,90.0045316394902,90,0.00319768333015167,-0.0038568192491363,0.000653907339733124
5.42,89.974153008026,90.0481530603564,90.0050317480671,90,0.00320028377281897,-0.00851625360923154,0.000626559041943889
5.43,89.9752618049054,90.0609037516799,90.0055145185974,90,0.00318546908173888,-0.0129416447631507,0.000599889521834365
5.44,89.9763999450029,90.072487945232,90.0059803597899,90,0.00315366373429368,-0.0170904732479879,0.000573856093989792
5.45,89.9775655063231,90.0828119293702,90.0064296746514,90,0.00310550513825202,-0.0209245483020734,0.000548417653849544
5.46,89.9787560130463,90.0917987774682,90.0068628591438,90,0.00304182565836057,-0.0244103076597273,0.00052353503962206
5.47,89.9799684954029,90.0993887163235,90.0072803009954,90,0.00296363284568737,-0.0275190569264616,0.00049917134634847
5.48,89.9811995534884,90.1055392923433,90.0076823786723,90,0.00287208821356434,-0.0302271476281102,0.000475292191072948
5.49,89.9824454239888,90.1102253395617,90.0080694605105,90,0.00276848490795188,-0.0325160937383829,0.000451865928869035
5.5,89.9837020487978,90.1134387556363,90.0084419040102,90,0.00265422461928527,-0.0343726271816994,0.000428863820005938
5.51,89.9849651445238,90.1151880939341,90.0088000552905,90,0.00253079407739058,-0.0357886934747607,0.000406260149227797
5.52,89.9862302719212,90.1154979816318,90.0091442486992,90,0.00239974146143023,-0.0367613893044719,0.000384032298568517
5.53,89.9874929043198,90.1144083754109,90.0094748065745,90,0.00226265304304838,-0.0372928444353533,0.000362160775734115
5.54,89.9887484941875,90.1119736677978,90.00979203915,90,0.00212113036360715,-0.0373900508910606,0.000340629200411692
5.55,89.9899925370185,90.1082616584884,90.0100962445952,90,0.00197676822582824,-0.0370646428570712,0.000319424251320414
5.56,89.9912206318149,90.1033524060826,90.0103877091818,90,0.00183113375675311,-0.0363326312008707,0.000298535577135129
5.57,89.9924285375075,90.0973369765405,90.0106667075665,90,0.00168574677323136,-0.0352140968987541,0.000277955674634444
5.58,89.9936122247426,90.0903161053442,90.0109335031765,90,0.00154206165336124,-0.0337328479916109,0.000257679737699053
5.59,89.9947679225519,90.0823987908213,90.0111883486887,90,0.00140145088823007,-0.0319160449641223,0.000237705480869791
5.6,89.9958921595107,90.07370083634,90.0114314865882,90,0.00126519045809897,-0.0297937996512379,0.000218032941317463
5.61,89.9969817990808,90.0643433591412,90.0116631497948,90,0.00113444714635815,-0.0273987529221535,0.000198664263068519
