time,theta_PID3_noload,theta_PID3,theta_ref,Volt_PID3_noload,Volt_PID3,torque
1.32,127.932615454297,93.5612517815755,90,-9.95470226160759,0.621207520252643,4.5
1.33,128.21030640977,94.3598681478758,90,-9.91994580993031,0.522863303805654,4.5
1.34,128.059486003341,94.8305839824724,90,-9.76045439115447,0.522255326603546,4.5
1.35,127.50982085625,94.9908788756383,90,-9.48598952604195,0.613379051415219,4.5
1.36,126.594127131228,94.861082239838,90,-9.10716608576948,0.789436109824286,4.5
1.37,125.34776566259,94.4639417761033,90,-8.63526624878774,1.04296852080225,4.5
1.38,123.808041691305,93.8241875507213,90,-8.08205633452644,1.36599311918389,4.5
1.39,122.013616553261,92.9680975217946,90,-7.45960866716073,1.75013446201937,4.5
1.4,120.003938056434,91.9230699618099,90,-6.78013042349477,2.18675461174543,4.5
1.41,117.818695626224,90.7172077896095,90,-6.05580120854333,2.6670783365592,4.5
1.42,115.497305607724,89.378919359333,90,-5.29862088359142,3.18231241838353,4.5
1.43,113.078431399076,87.9365397617782,90,-4.520268947406,3.72375791533373,4.5
1.44,110.59954236138,86.4179761822109,90,-3.73197654483989,4.28291438651249,4.5
1.45,108.096514717482,84.8503803350379,90,-2.94441195118355,4.85157525015573,4.5
1.46,105.603276923634,83.259850466885,90,-2.16758015801706,5.42191360955216,4.5
1.47,103.151501283247,81.6711648922259,90,-1.4107369695437,5.98655804277885,4.5
1.48,100.770342878781,80.1075485061657,90,-0.682317809785699,6.53865801026279,4.5
1.49,98.4862262335605,78.5904732132329,90,0.0101187573002843,7.07193868676716,4.5
1.5,96.3226794866416,77.139492724533,90,0.659932978920033,7.58074517004221,4.5
1.51,94.3002152763068,75.7721117132675,90,1.26143169234173,8.06007615568027,4.5
1.52,92.4362569864532,74.50368888474,90,1.80988244558733,8.50560729546283,4.5
1.53,90.7451085188497,73.3473731152736,90,2.30151461517839,8.91370457366424,4.5
1.54,89.2379653162444,72.3140714480294,90,2.73350830055566,9.28142814155411,4.5
1.55,87.922963978808,71.4124474050142,90,3.10397188169389,9.60652714408334,4.5
1.56,86.8052674908678,70.648947785428,90,3.41190921560011,9.88742615400125,4.5
1.57,85.8871828069347,70.0278558721641,90,3.6571775187708,10.1232038971706,4.5
1.58,85.1683073355324,69.5513687613736,90,3.84043703647766,10.3135650085378,4.5
1.59,84.6457007054433,69.2196963646243,90,3.96309363634633,10.4588056011583,4.5
1.6,84.3140781001814,69.031179508877,90,4.02723548367706,10.5597734611075,4.5
1.61,84.1660214006769,68.9824244753267,90,4.0355649600917,10.6178236994066,4.5
1.62,84.1922043806391,69.0684512727229,90,3.99132697629447,10.6347706987695,4.5
1.63,84.3816282507499,69.2828529323132,90,3.89823480505141,10.6128371886599,4.5
1.64,84.7218639431655,69.6179631378742,90,3.76039452308657,10.554601267553,4.5
1.65,85.199297662924,70.0650295629722,90,3.58222910171042,10.4629421672544,4.5
1.66,85.7993764036204,70.6143903758974,90,3.36840312695663,10.3409855214977,4.5
1.67,86.5068503267861,71.2556514877192,90,3.12374906217328,10.1920488607784,4.5
1.68,87.3060091333377,71.9778622575413,90,2.85319589078774,10.0195880084473,4.5
1.69,88.1809098066987,72.769687528086,90,2.56170089574311,9.82714500049022,4.5
1.7,89.1155933762181,73.6195740409605,90,2.25418524628072,9.61829809416402,4.5
1.71,90.0942886318194,74.5159094710755,90,1.93547397368335,9.39661436976192,4.5
1.72,91.1016010120418,75.4471725204442,90,1.61024082662051,9.16560536622146,4.5
1.73,92.1226851835468,76.4020727198077,90,1.28295840511708,8.92868612604555,4.5
1.74,93.1434001267434,77.3696787991165,90,0.957853881096831,8.68913795899811,4.5
1.75,94.1504458356339,78.3395347018999,90,0.638870524050698,8.45007516814706,4.5
1.76,95.1314810267941,79.3017625311826,90,0.329635163673569,8.21441591688314,4.5
1.77,96.0752215293464,80.2471519232545,90,0.0334316382343913,7.98485735230492,4.5
1.78,96.9715192919684,81.1672355478791,90,-0.246819801178969,7.76385503952579,4.5
1.79,97.8114221918504,82.0543506272604,90,-0.508577233845047,7.55360670364736,4.5
1.8,98.5872150618457,82.9016865493617,90,-0.749686130986149,7.35604022190361,4.5
1.81,99.2924425640161,83.7033188222959,90,-0.968382968065707,7.17280575827738,4.5
1.82,99.9219147288447,84.4542297740682,90,-1.16329367481731,7.00527188711412,4.5
1.83,100.471696148448,85.1503165447889,90,-1.33342725773524,6.85452551121512,4.5
1.84,100.939079958359,85.7883870456728,90,-1.47816497033121,6.72137534381386,4.5
1.85,101.322547865443,86.3661446700538,90,-1.59724543981684,6.60635869287697,4.5
1.86,101.621717579064,86.8821626358643,90,-1.69074618502538,6.50975126040492,4.5
1.87,101.837279078992,87.3358489163805,90,-1.75906197944867,6.43157964884548,4.5
1.88,101.970921207098,87.7274027765713,90,-1.80288052542772,6.37163625131683,4.5
1.89,102.025250101391,88.0577639763783,90,-1.82315591106605,6.32949619194845,4.5
1.9,102.003701001348,88.3285557301385,90,-1.82108032066787,6.30453597710994,4.5
1.91,101.91044494392,88.542022523783,90,-1.79805446283365,6.29595351738558,4.5
1.92,101.750291841427,88.7009638891861,90,-1.75565716821719,6.3027891835942,4.5
1.93,101.528591387213,88.8086652190208,90,-1.69561459184829,6.32394756764078,4.5
1.94,101.251133174171,88.8688266767485,90,-1.6197694333727,6.35821963017625,4.5
1.95,100.924047336594,88.8854912160695,90,-1.53005056310035,6.40430493156864,4.5
