time,theta_PID3_noload,theta_PID3,theta_ref,Volt_PID3_noload,Volt_PID3,torque
1.96,100.553706939209,88.8629726734935,90,-1.42844341294491,6.46083366016316,4.5
1.97,100.146633240483,88.8057848379482,90,-1.31696145974972,6.5263881918319,4.5
1.98,99.7094048521176,88.718572333815,90,-1.1976190946975,6.59952393697594,4.5
1.99,99.2485717050649,88.6060440798138,90,-1.07240613705454,6.67878925503295,4.5
2,98.7705746160591,88.4729100070634,90,-0.943264213954086,6.76274424175585,4.5
2.01,98.2816711294165,88.3238216367497,90,-0.812065190806572,6.84997822066105,4.5
2.02,97.7878681883631,88.1633170324058,90,-0.680591799740521,6.93912579671431,4.5
2.03,97.2948620699998,87.9957705550893,90,-0.550520576701388,7.0288813571568,4.5
2.04,96.8079858997228,87.825347762905,90,-0.423407181905822,7.11801193102474,4.5
2.05,96.3321649458467,87.6559657104686,90,-0.300674143668769,7.20536834505795,4.5
2.06,95.871879784604,87.4912588200671,90,-0.183601032551985,7.28989463902589,4.5
2.07,95.4311373207239,87.3345504153785,90,-0.0733170416447566,7.37063572775353,4.5
2.08,95.0134495504208,87.1888299315095,90,0.0292040801436054,7.44674332006369,4.5
2.09,94.6218198626879,87.0567357425406,90,0.123146821393627,7.51748012625701,4.5
2.1,94.2587365919838,86.9405434803712,90,0.20785453157222,7.58222240544933,4.5
2.11,93.926173461274,86.8421596569715,90,0.282827999105363,7.64046092193365,4.5
2.12,93.6255964893531,86.7631203465977,90,0.347722126958595,7.69180039561739,4.5
2.13,93.3579768806918,86.7045946354522,90,0.402340863880414,7.73595754542498,4.5
2.14,93.1238093698545,86.6673925038806,90,0.446630561853085,7.7727578363003,4.5
2.15,92.9231354558347,86.6519767706328,90,0.480671939772902,7.80213105007283,4.5
2.16,92.7555709343267,86.6584787000027,90,0.504670840006016,7.82410580797337,4.5
2.17,92.6203371177746,86.6867168507433,90,0.518947968326762,7.83880317803228,4.5
2.18,92.5162951236863,86.7362187304007,90,0.523927808962992,7.84642950402499,4.5
2.19,92.4419826107414,86.8062448098992,90,0.520126905193198,7.84726859412371,4.5
2.2,92.3956523491669,86.8958144505622,90,0.508141692331811,7.84167340707207,4.5
2.21,92.3753120261285,87.0037332989323,90,0.4886360641898,7.83005737163555,4.5
2.22,92.3787647078593,87.128621713347,90,0.462328846410842,7.81288547142821,4.5
2.23,92.4036494072505,87.2689437998202,90,0.42998134067442,7.79066522211588,4.5
2.24,92.4474812379512,87.4230366528667,90,0.392385092850116,7.76393766160373,4.5
2.25,92.5076906729291,87.5891394190123,90,0.350350026011652,7.73326846628834,4.5
2.26,92.5816614661891,87.7654218263128,90,0.304693066005851,7.69923929795817,4.5
2.27,92.6667668401824,87.950011851732,90,0.256227373251416,7.66243947662648,4.5
2.28,92.7604035876206,88.1410222291624,90,0.205752279841271,7.6234580646448,4.5
2.29,92.8600237842091,88.3365755336751,90,0.154044016060489,7.58287643703678,4.5
2.3,92.9631638575359,88.5348276117219,90,0.101847295320436,7.54126140227265,4.5
2.31,93.0674708063145,88.7339891619814,90,0.0498678114489527,7.49915892682734,4.5
2.32,93.170725412755,88.9323453068402,90,-0.00123431254673079,7.45708850597832,4.5
2.33,93.270862338438,89.1282730296647,90,-0.0508500995401532,7.41553821254028,4.5
2.34,93.3659870401383,89.3202563876196,90,-0.0984263063095207,7.37496044473094,4.5
2.35,93.4543894861174,89.5068994434122,90,-0.143469026802907,7.33576838423278,4.5
2.36,93.5345546950245,89.6869368916321,90,-0.185546325228439,7.29833316586466,4.5
2.37,93.6051701583473,89.8592423859809,90,-0.224289924923718,7.26298175119781,4.5
2.38,93.6651302430203,90.0228346023585,90,-0.259395989307091,7.22999549002198,4.5
2.39,93.7135377030606,90.1768810992619,90,-0.290625040471325,7.1996093458573,4.5
2.4,93.7497024577697,90.3207000610351,90,-0.317801069097045,7.17201175476835,4.5
2.41,93.7731378189652,90.4537600310527,90,-0.340809896306379,7.14734508061013,4.5
2.42,93.7835543708041,90.5756777607849,90,-0.359596853830325,7.12570662454872,4.5
2.43,93.7808517229984,90.6862143168202,90,-0.374163853426303,7.10715014226842,4.5
2.44,93.7651083716165,90.7852696012674,90,-0.384565919870448,7.0916878187047,4.5
2.45,93.7365699112832,90.8728754515253,90,-0.390907264090951,7.07929264742263,4.5
2.46,93.6956358485388,90.9491874932324,90,-0.393336974146242,7.06990115987472,4.5
2.47,93.642845268548,91.0144759253592,90,-0.392044401837632,7.06341644869343,4.5
2.48,93.5788616064438,91.0691154189792,90,-0.387254321843714,7.059711428867,4.5
2.49,93.5044567705624,91.1135743113772,90,-0.379221938444816,7.0586322810687,4.5
2.5,93.4204948579235,91.1484032749716,90,-0.3682278122491,7.06000202250951,4.5
2.51,93.3279156927875,91.1742236362125,90,-0.354572775922436,7.06362415240786,4.5
2.52,93.2277184072606,91.1917155133507,90,-0.338572903850572,7.06928632145637,4.5
2.53,93.1209452690251,91.2016059339537,90,-0.320554596016935,7.07676397745292,4.5
2.54,93.0086659456201,91.2046570834841,90,-0.300849831255669,7.08582394248396,4.5
2.55,92.8919623776222,91.2016548253645,90,-0.279791639531702,7.09622788063694,4.5
2.56,92.7719144148517,91.1933976209526,90,-0.257709837100434,7.10773561910609,4.5
2.57,92.649586350682,91.1806859649597,90,-0.234927062400375,7.12010828967567,4.5
2.58,92.5260144699264,91.1643124382812,90,-0.211755144420508,7.13311126185014,4.5
2.59,92.4021957059209,91.1450524661842,90,-0.18849182914478,7.14651684328786,4.5
2.6,92.2790774825624,91.1236558555158,90,-0.16541788358774,7.16010672762144,4.5
2.61,92.1575487974603,91.1008391702578,90,-0.142794590972215,7.17367417415624,4.5
2.62,92.0384325832458,91.0772789905389,90,-0.120861644829485,7.18702590827368,4.5
2.63,91.9224793656656,91.0536060863006,90,-0.0998354442859286,7.19998373557741,4.5
2.64,91.8103622195612,91.0304005233502,90,-0.0799077875918395,7.21238586686335,4.5
2.65,91.7026730073625,91.0081877066737,90,-0.0612449560949402,7.22408795482686,4.5
2.66,91.5999198694533,90.9874353537398,90,-0.0439871764027817,7.23496384700755,4.5
2.67,91.5025259218158,90.9685513792198,90,-0.0282484444469703,7.24490606278369,4.5
2.68,91.4108291038223,90.9518826621674,90,-0.014116691582806,7.25382600523826,4.5
2.69,91.325083107996,90.9377146573198,90,-0.00165426974814153,7.26165392140869,4.5
2.7,91.2454593140473,90.9262718038554,90,0.00910126992423638,7.26833862678735,4.5
2.71,91.172049641543,90.9177186777195,90,0.0181361327919142,7.27384701195003,4.5
2.72,91.104870229182,90.9121618275214,90,0.0254590001007015,7.27816335085209,4.5
2.73,91.0438658438234,90.9096522290337,90,0.0310995427003925,7.28128843164514,4.5
2.74,90.9889149190978,90.9101882894765,90,0.0351067604147355,7.28323853183696,4.5
2.75,90.9398351215936,90.9137193300218,90,0.0375471786923013,7.28404426025235,4.5
2.76,90.8963893421658,90.9201494732841,90,0.0385029340378043,7.28374928856476,4.5
2.77,90.8582920107961,90.9293418619146,90,0.038069779206065,7.28240899517381,4.5
2.78,90.8252156355442,90.9411231347469,90,0.0363550382634567,7.28008904392146,4.5
2.79,90.7967974693655,90.9552880881792,90,0.0334755404173836,7.27686391958946,4.5
2.8,90.7726462128317,90.971604452551,90,0.0295555600184038,7.2728154413276,4.5
2.81,90.7523486659452,90.9898177161133,90,0.024724788388616,7.26803127414965,4.5
2.82,90.7354762481825,91.0096559327027,90,0.0191163611616426,7.26260345742916,4.5
2.83,90.7215913125005,91.0308344533404,90,0.0128649626720767,7.25662696795641,4.5
2.84,90.7102531861768,91.0530605265869,90,0.00610502664373097,7.25019833360898,4.5
2.85,90.7010238789033,91.0760377175153,90,-0.00103094996608549,7.24341431206861,4.5
2.86,90.6934734063929,91.0994701005168,90,-0.00841396556814589,7.236370647314,4.5
2.87,90.6871846857759,91.1230661867495,90,-0.0159199330815646,7.22916091485873,4.5
2.88,90.6817579671424,91.1465425527854,90,-0.0234309501949158,7.2218754649127,4.5
2.89,90.676814773622,91.1696271428348,90,-0.0308364137867939,7.21460047084715,4.5
2.9,90.6720013302882,91.192062222734,90,-0.038033973938814,7.20741708856215,4.5
2.91,90.6669914698371,91.2136069696232,90,-0.0449303252800357,7.20040073061181,4.5
2.92,90.6614890103359,91.2340396868224,90,-0.0514418355955234,7.19362045725706,4.5
2.93,90.6552296072943,91.2531596387941,90,-0.0574950136924704,7.18713848500527,4.5
2.94,90.6479820888165,91.2707885061982,90,-0.0630268204269931,7.18100981167729,4.5
2.95,90.6395492885884,91.286771465841,90,-0.067984828538498,7.17528195562804,4.5
2.96,90.6297683968974,91.3009779047758,90,-0.0723272385044685,7.16999480544943,4.5
2.97,90.6185108547415,91.3133017818663,90,-0.0760227590077673,7.16518057531165,4.5
2.98,90.605681820323,91.3236616537711,90,-0.0790503617949358,7.16086386006005,4.5
2.99,90.5912192408421,91.3320003855139,90,-0.0813989216944034,7.15706178328269,4.5
3,90.5750925654772,91.3382845685585,90,-0.0830667533574447,7.15378423080325,4.5
3.01,90.557301137787,91.3425036716091,90,-0.084061056883873,7.15103416143484,4.5
3.02,90.5378723074789,91.3446689511926,90,-0.08439728490357,7.14880798635198,4.5
3.03,90.5168593026017,91.3448121504665,90,-0.0840984439100156,7.14709600809888,4.5
3.04,90.4943389037338,91.3429840156359,90,-0.0831943426917159,7.14588291004624,4.5
3.05,90.4704089617071,91.3392526598764,90,-0.0817208005917086,7.14514828703251,4.5
3.06,90.4451857998428,91.3337018047605,90,-0.079718828055849,7.14486720797018,4.5
3.07,90.418801540634,91.326428928906,90,-0.0772337915200337,7.14501080135688,4.5
3.08,90.3914013953248,91.3175433529203,90,-0.0743145741487641,7.14554685489419,4.5
3.09,90.3631409529562,91.3071642887481,90,-0.0710127432870538,7.14644042077631,4.5
3.1,90.3341835032231,91.2954188802647,90,-0.0673817347396871,7.14765441865362,4.5
3.11,90.3046974249585,91.2824402604273,90,-0.0634760631616946,7.14915022879396,4.5
3.12,90.2748536692923,91.2683656485462,90,-0.0593505669471816,7.15088826854449,4.5
3.13,90.2448233635568,91.2533345092907,90,-0.0550596950555123,7.15282854582934,4.5
3.14,90.2147755588962,91.2374867929464,90,-0.050656842229799,7.15493118409046,4.5
3.15,90.1848751413155,91.2209612742229,90,-0.0461937380569001,7.15715691378178,4.5
3.16,90.1552809226341,91.2038940046098,90,-0.0417198943050351,7.15946752624771,4.5
3.17,90.1261439245301,91.1864168909286,90,-0.037282113967759,7.16182628654685,4.5
3.18,90.0976058656129,91.1686564103626,90,-0.0329240644538701,7.16419830251059,4.5
3.19,90.069797858291,91.1507324698944,90,-0.0286859164032174,7.16655084804485,4.5
3.2,90.0428393191333,91.1327574157711,90,-0.024604048688565,7.16885363938289,4.5
3.21,90.0168370934997,91.1148351963814,90,-0.0207108192930721,7.17107906367062,4.5
3.22,89.9918847924587,91.0970606797801,90,-0.0170344009393071,7.17320235990597,4.5
3.23,89.9680623374488,91.0795191250694,90,-0.0135986795959967,7.17520175285474,4.5
3.24,89.9454357057885,91.0622858049492,90,-0.0104232133084286,7.17705854112131,4.5
3.25,89.9240568680252,91.0454257750023,90,-0.00752324819200023,7.17875714106045,4.5
3.26,89.9039639062341,91.0289937836983,90,-0.00490978789881812,7.18028508867112,4.5
3.27,89.8851813007571,91.0130343156878,90,-0.00258971241682961,7.18163300201368,4.5
3.28,89.8677203715066,90.9975817597291,90,-0.000565941690146413,7.18279450703555,4.5
3.29,89.8515798588494,90.9826606915424,90,0.00116236074177362,7.18376612997677,4.5
3.3,89.8367466282376,90.9682862610279,90,0.00259954910104382,7.18454715975536,4.5
3.31,89.8231964821548,90.9544646726088,90,0.00375322687561393,7.18513948390448,4.5
3.32,89.8108950625914,90.9411937469715,90,0.00463395368488013,7.18554740174929,4.5
3.33,89.7997988271432,90.9284635521615,90,0.00525493271380031,7.18577741857411,4.5
3.34,89.7898560819274,90.9162570918531,90,0.00563168385040518,7.18583802454148,4.5
3.35,89.7810080548188,90.9045510386312,90,0.00578170752873054,7.18573946208801,4.5
3.36,89.773189993003,90.8933165002992,90,0.00572414409147268,7.1854934854399,4.5
3.37,89.7663322695155,90.8825198075396,90,0.00547943324927411,7.18511311576828,4.5
3.38,89.7603614842543,90.8721233116971,90,0.00506897793303292,7.18461239534475,4.5
3.39,89.75520154591,90.8620861820141,90,0.00451481651783191,7.18400614386486,4.5
3.4,89.7507747223255,90.8523651923021,90,0.00383930704842689,7.1833097198865,4.5
3.41,89.7470026479571,90.842915487784,90,0.00306482672297137,7.18253879008568,4.5
3.42,89.743807278342,90.8336913236518,90,0.00221348950009426,7.18170910876827,4.5
3.43,89.7411117827638,90.824646767764,90,0.00130688429044495,7.1808363097978,4.5
3.44,89.7388413676221,90.8157363608176,90,0.000365835783565305,7.17993571281066,4.5
3.45,89.7369240243503,90.8069157282785,90,-0.000589810450383713,7.17902214529526,4.5
3.46,89.7352911970481,90.7981421393085,90,-0.00154137735128151,7.17810978181467,4.5
3.47,89.7338783663092,90.7893750088908,90,-0.00247151941697318,7.17721200135804,4.5
3.48,89.7326255469962,90.7805763403047,90,-0.00336435895717131,7.17634126351618,4.5
3.49,89.7314776989367,90.7717111060271,90,-0.00420559546819992,7.17550900389674,4.5
3.5,89.7303850506813,90.7627475660341,90,-0.00498258838830669,7.17472554892582,4.5
3.51,89.7293033375503,90.7536575233321,90,-0.00568441381380225,7.17400004992884,4.5
3.52,89.7281939562044,90.7444165173471,90,-0.00630189604991061,7.17334043614618,4.5
3.53,89.7270240388933,90.7350039565521,90,-0.00682761513485884,7.17275338612136,4.5
3.54,89.7257664513574,90.7254031923928,90,-0.00725589170984702,7.17224431670088,4.5
3.55,89.7243997190803,90.7156015371909,90,-0.00758275081007143,7.1718173887096,4.5
3.56,89.722907887205,90.7055902292443,90,-0.00780586632205947,7.17147552821101,4.5
3.57,89.7212803199453,90.6953643488201,90,-0.00792448799048684,7.17122046213212,4.5
3.58,89.719511445727,90.6849226891245,90,-0.00793935296306498,7.1710527669253,4.5
3.59,89.7176004546002,90.6742675866596,90,-0.00785258393614868,7.17097192885551,4.5
3.6,89.7155509546688,90.6634047156155,90,-0.0076675760070654,7.1709764144411,4.5
3.61,89.7133705943858,90.652342851121,90,-0.00738887435333741,7.17106374953735,4.5
3.62,89.7110706575785,90.6410936062726,90,-0.00702204484538179,7.17123060553538,4.5
3.63,89.7086656379912,90.6296711478932,90,-0.00657353966002272,7.17147289115201,4.5
3.64,89.7061727999776,90.618091895938,90,-0.00605055989903562,7.17178584830871,4.5
3.65,89.7036117317449,90.6063742113721,90,-0.00546091713245763,7.17216415063784,4.5
3.66,89.7010038972542,90.5945380771951,90,-0.0048128956827664,7.1726020032103,4.5
3.67,89.6983721925253,90.582604777087,90,-0.00411511734576156,7.17309324214915,4.5
3.68,89.6957405116881,90.5705965759106,90,-0.00337641010963565,7.17363143287659,4.5
3.69,89.6931333276718,90.5585364060191,90,-0.00260568228787771,7.17420996583576,4.5
3.7,89.6905752919405,90.5464475630052,90,-0.00181180332675914,7.17482214863099,4.5
3.71,89.6880908571714,90.5343534141867,90,-0.00100349238683482,7.17546129364025,4.5
3.72,89.6857039262468,90.5222771227599,90,-0.000189215632490261,7.17612080026844,4.5
3.73,89.6834375303887,90.5102413901765,90,0.000622907003487019,7.17679423112843,4.5
3.74,89.6813135387267,90.4982682189115,90,0.00142518497998451,7.17747538155738,4.5
3.75,89.6793524010503,90.4863786974008,90,0.00221042979589046,7.17815834199591,4.5
3.76,89.6775729249717,90.4745928085373,90,0.00297201684979544,7.17883755287709,4.5
3.77,89.6759920882122,90.4629292627325,90,0.00370393638749698,7.17950785178796,4.5
3.78,89.674624886243,90.4514053561766,90,0.00440083355914964,7.18016451277904,4.5
3.79,89.6734842150432,90.4400368545754,90,0.00505803774423336,7.18080327780341,4.5
3.8,89.6725807883139,90.4288379023008,90,0.00567158142853395,7.18142038036821,4.5
3.81,89.6719230880887,90.4178209565752,90,0.00623820903198929,7.18201256157436,4.5
3.82,89.6715173473243,90.4069967460163,90,0.00675537618894302,7.18257707880573,4.5
3.83,89.6713675627369,90.3963742526029,90,0.0072212400724098,7.18311170740624,4.5
3.84,89.6714755358734,90.3859607158807,90,0.00763464143103008,7.18361473575115,4.5
3.85,89.6718409401717,90.3757616580222,90,0.00799507907132823,7.18408495417727,4.5
3.86,89.6724614115738,90.36578092817,90,0.00830267756863176,7.18452163828658,4.5
3.87,89.673332660105,90.356020764351,90,0.00855814902780654,7.18492452717685,4.5
3.88,89.6744485997261,90.3464818711253,90,0.00876274974000512,7.18529379718363,4.5
3.89,89.6758014936984,90.3371635110507,90,0.0089182325945379,7.18563003173881,4.5
3.9,89.6773821126737,90.3280636079849,90,0.00902679610613049,7.18593418796312,4.5
3.91,89.6791799027302,90.3191788602167,90,0.0090910309081471,7.18620756061352,4.5
3.92,89.6811831606202,90.3105048614184,90,0.00911386454242716,7.18645174400204,4.5
3.93,89.6833792135688,90.3020362274326,90,0.0090985053472732,7.18666859249041,4.5
3.94,89.6857546010702,90.2937667269562,90,0.00904838620754274,7.18686018014629,4.5
3.95,89.6882952562574,90.2856894142499,90,0.00896710888594837,7.18702876012131,4.5
3.96,89.6909866845729,90.2777967620944,90,0.00885838960343833,7.18717672428083,4.5
3.97,89.6938141376437,90.2700807933152,90,0.00872600647996579,7.18730656357951,4.5
3.98,89.69676278045,90.2625332093208,90,0.0085737493861575,7.18742082963746,4.5
3.99,89.6998178500792,90.2551455142316,90,0.00840537269230478,7.1875220979285,4.5
4,89.7029648045662,90.2479091333166,90,0.00822455133483002,7.18761293294697,4.5
4.01,89.7061894605403,90.2408155246088,90,0.00803484055277928,7.18769585567162,4.5
4.02,89.7094781186148,90.2338562827215,90,0.00783963957902691,7.18777331359724,4.5
4.03,89.712817675678,90.2270232340481,90,0.00764215950354651,7.18784765355522,4.5
4.04,89.7161957234603,90.2203085226848,90,0.00744539546005037,7.18792109749581,4.5
4.05,89.7196006329626,90.2137046865746,90,0.00725210322351504,7.18799572135663,4.5
4.06,89.7230216245365,90.2072047235229,90,0.00706478024497885,7.18807343709566,4.5
4.07,89.7264488235994,90.2008021468871,90,0.00688565109235554,7.18815597792189,4.5
4.08,89.7298733021526,90.1944910308803,90,0.00671665721219622,7.1882448867145,4.5
4.09,89.7332871064354,90.1882660455693,90,0.00655945087799551,7.18834150758189,4.5
4.1,89.7366832712079,90.1821224817673,90,0.00641539314584961,7.18844698047474,4.5
